"","text","longitude","latitude","sentiment","sent_label"
"65","Worst date ever! 

#sundayfunday #sfmoma #sanfrancisco #moma #sanfranciscomoma… https://t.co/Iii1HzCJIk",-122.40074,37.78592,-0.288675134594813,"Negative"
"66","Moma vibes. #sfmoma @ SFMOMA San Francisco Museum of Modern Art https://t.co/6X4mOipKW8",-122.40074,37.78592,0.158113883008419,"Positive"
"67","Museum day #SF #sfmoma #sundayfunday (@ San Francisco Museum of Modern Art - @sfmoma) https://t.co/CHvUTygXTz https://t.co/AdE3FoJxsW",-122.40070846,37.78593647,0.25,"Positive"
"68","Living wall. #sfmoma sfmoma #gettingcultured  #mysf #sanfrancisco @ SFMOMA San Francisco Museum… https://t.co/4sOXurBgbG",-122.40074,37.78592,0,"Negative"
"69","Gerhard Richter, Spiegel, blutrot. #sfmoma #gerhardrichter #spiegel #art #nofilter #selfie @… https://t.co/R33rcO8rlK",-122.40074,37.78592,0,"Negative"
"70","The relevance of sfmoma, third installment. 

#sfmoma #art #modernart #election2016 #museum… https://t.co/H6WU7f00I4",-122.40074,37.78592,0,"Negative"
"71","Every corner you turn at this place makes you stop in your tracks | Until next time #SFMoMa @… https://t.co/SGEYot51tr",-122.40074,37.78592,0,"Negative"
"72","#sfmoma #artmuseum #nature #������ #������ @ SFMOMA San Francisco Museum of… https://t.co/JF5G1FM8Dx",-122.40074,37.78592,0,"Negative"
"73","Incredible snacks!
#sfmoma @ In Situ https://t.co/L2n3orgnD8",-122.40074,37.78592,0.353553390593274,"Positive"
"74","What better way to spend a #Saturday in #sf. #sfmoma. #brucenauman @ SFMOMA San Francisco Museum… https://t.co/LVoOKsHmyD",-122.40074,37.78592,0.111111111111111,"Positive"
"75","Mobile photography is hard.
#mobilephotography #art #streetphotography #sfmoma #sf @ SFMOMA San… https://t.co/o8elNNGxUf",-122.40074,37.78592,-0.25,"Negative"
"76","#sfmoma #veteransday #sanfrancisco #exploring #art @ SFMOMA San… https://t.co/7ZsyiNmzot",-122.40074,37.78592,0,"Negative"
"77","#sfmoma #sanfrancisco #veteransday #art @ SFMOMA San Francisco… https://t.co/P6f7TOJtcl",-122.40074,37.78592,0,"Negative"
"78","#exploring #art #sfmoma #veteransday #sanfrancisco ������ @ SFMOMA San… https://t.co/W2ie4EX1g2",-122.40074,37.78592,0,"Negative"
"79","������������������
#apple #art #sculpture #applecore #museum #sfmoma @ SFMOMA San Francisco Museum of Modern Art https://t.co/6ssX9k9Nej",-122.40074,37.78592,0.258198889747161,"Positive"
"80","Went to the SFMOMA today - love seeing the Andy Warhols. ������������������
#art #modernart #SFMOMA #museum #sf… https://t.co/nzu9MnEx4H",-122.41111111,37.77722222,0.158113883008419,"Positive"
"81","#BruceConner #exhibit #sfmoma #itsalltrue @ SFMOMA San Francisco Museum of Modern Art https://t.co/vwiJulwmcM",-122.40074,37.78592,0.277350098112615,"Positive"
"82","#BruceConner #exhibit #sfmoma #itsalltrue @ SFMOMA San Francisco Museum of Modern Art https://t.co/c7gLwnpxIY",-122.40074,37.78592,0.277350098112615,"Positive"
"83","sfmoma Question: WHY are there ZERO bike racks outside the Progressive #SFMoma in Progressive… https://t.co/ThWAG2U1wr",-122.40074,37.78592,0.5,"Positive"
"84","When art just speaks to you ������#sfmoma #election2016 @ S.F. Moma https://t.co/mG1FkWQOCk",-122.41068684,37.78621372,0,"Negative"
"85","The new SFMOMA offers a muted view on the city in some spots. #california #museum #sfmoma… https://t.co/L1j8q4DWUF",-122.40074,37.78592,0,"Negative"
"86","#sfadventures #sfmoma #art������ #inspired @ SFMOMA San Francisco Museum… https://t.co/q8GZUcoKnY",-122.40074,37.78592,0,"Negative"
"87","Beautiful simplicity. #sanfrancisco #sfmoma #museum #california @ SFMOMA San Francisco Museum of… https://t.co/qHF85E1e8Y",-122.40074,37.78592,0.353553390593274,"Positive"
"88","Love the steelwork in the new entry area at SFMOMA. #california #museum #sfmoma #sanfrancisco @… https://t.co/5TyThTBEOR",-122.40074,37.78592,0.25,"Positive"
"89","New SFMOMA sculpture garden. #sanfrancisco #sfmoma #museum #california @ SFMOMA San Francisco… https://t.co/4eikT0KcoU",-122.40074,37.78592,0,"Negative"
"90","Ever vigilant. #california #museum #sfmoma #sanfrancisco @ SFMOMA San Francisco Museum of Modern… https://t.co/pBnRUlIbfG",-122.40074,37.78592,0.49789095789068,"Positive"
"91","I'm at @Postmates HQ in San Francisco, CA https://t.co/yJjlLEdocF",-122.39800572,37.79124391,0,"Negative"
"92","747 Ellis Street https://t.co/LFntvPPAyw",-122.41849,37.78388,0,"Negative"
"93","#HuangsWorld @ Haight and Ashbury Streets https://t.co/ydLLDpjc3v",-122.44687622,37.77004671,0,"Negative"
"94","Relaxation. Balance. Self-control. 
*
*
*
#FORMmethod #bellybreath #prehabilitation… https://t.co/O1n2X9nlsO",-122.45059516,37.77646437,0,"Negative"
"95","Platzi is here now (at @Mattermark HQ 3.0 in San Francisco, CA) https://t.co/VcjtTrqidn",-122.4046358,37.79729824,0,"Negative"
"96","I'm at MUNI Metro Stop - Embarcadero &amp; Folsom in San Francisco, CA https://t.co/9RxzohK5G9",-122.38978744,37.79063346,0,"Negative"
"97","Hi Frisco! #usa #sanfrancisco @ Hotel 32one https://t.co/zUCElD6bav",-122.4057,37.78996,0,"Negative"
"98","Join the Ghirardelli team! See our latest #job opening here: https://t.co/vaA9DP0l6v #CustomerService #SanFrancisco… https://t.co/RflrWNjDD4",-122.4194155,37.7749295,0,"Negative"
"99","Interested in a #job in #SanFrancisco, CA? This could be a great fit: https://t.co/Qu8XndbB84 #Clerical #Hiring #CareerArc",-122.4000032,37.7959362,0.158113883008419,"Positive"
"100","Pensive portrait in #sanfrancisco or a case of the #mondays? I'm having fun playing with… https://t.co/gjXR6towSe",-122.418,37.775,0.188982236504614,"Positive"
"101","@flyosity made",-122.44818727,37.77829862,0,"Negative"
"102","View from my hotel room. #sanfrancisco #yelp #byevacation #work #luckyhusband #wishiwhereinnapa… https://t.co/aKfgLip93P",-122.40476,37.78208,0.176776695296637,"Positive"
"103","This #job might be a great fit for you: Night Audit - Part Time - https://t.co/CNAEBWeyxg #Hospitality #SanFrancisco, CA #Hiring",-122.4194155,37.7749295,0.458831467741123,"Positive"
"104","Can you recommend anyone for this #job? Senior Fund Accountant - Venture Capital firm - https://t.co/QVjnrERVH4 #SanFrancisco, CA #Hiring",-122.4000032,37.7959362,0.188982236504614,"Positive"
"105","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/yc3tKmJAZ6 #Job #Jobs #Hiring #CareerArc",-122.4194155,37.7749295,0.204124145231932,"Positive"
"106","This #job might be a great fit for you: Senior Underwriter - FinTech startup - https://t.co/tgAsT1JAo6 #Banking #SanFrancisco, CA #Hiring",-122.4000032,37.7959362,0.471404520791032,"Positive"
"107","See our latest #SanFrancisco, CA #job and click to apply: Renewable Energy Accounts Payable Specialist - https://t.co/vPVrsKJjye #Sales",-122.4000032,37.7959362,0,"Negative"
"108","This #job might be a great fit for you: Porter - https://t.co/RjDdWVTGLP #FacilitiesMgmt #SanFrancisco, CA #Hiring https://t.co/NeFHUq6UNz",-122.4194155,37.7749295,0.471404520791032,"Positive"
"109","If you're looking for work in #SanFrancisco, CA, check out this #job: https://t.co/oAQ0TpxANN #Hospitality #Veterans #Hiring #CareerArc",-122.407398,37.787176,0.707106781186548,"Positive"
"110","������������������ #aRoseBetweenTwoDragons #sesamebuns @ San Francisco Chinatown https://t.co/XxhBjS2zvF",-122.40634881,37.79472657,0,"Negative"
"111","Inhye's birthday and she gave me some cream ������������ such a sweet team!!! ❤️ #Airbnb #Airbnbteam… https://t.co/TovaCPi8uH",-122.40550629,37.77195847,0.144337567297406,"Positive"
"112","Great new SOMA Philz. Next meeting with Raul Castro/Berkshire Hathaway Real Estate @ Philz… https://t.co/NLdCiMDO6F",-122.40133087,37.76484033,0.25,"Positive"
"113","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/cG9FL8RmJc #Job #IT #Jobs #Hiring #CareerArc",-122.4194155,37.7749295,0.204124145231932,"Positive"
"114","Want to work at The Cheesecake Factory? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/3CCpXyk8OS #Job #Hospitality",-122.407398,37.787176,0.125988157669742,"Positive"
"115","Bersi Yilma @ work... @ First Republic Bank https://t.co/P0k2cgNf3i",-122.39860327,37.79219909,0.288675134594813,"Positive"
"116","The latest in yogatreesf fashion ������ #squad #yogatree #yogafashion #friendswhowearchuckstogether… https://t.co/FG5kydHu7Y",-122.43594607,37.76089973,0,"Negative"
"117","Interested in a #job in #SanFrancisco, CA? This could be a great fit: https://t.co/5KO8LqGY6P #FacilitiesMgmt… https://t.co/PTYAVrulMf",-122.4194155,37.7749295,0.150755672288882,"Positive"
"118","@janedavis Thinx?",-122.40461286,37.79304728,0,"Negative"
"119","Proud to have represented Oregon State this past weekend at the… https://t.co/AyxgxFeXOG",-122.3983253,37.7830985,0.277350098112615,"Positive"
"120","Lucky day in San Fran!! We got  a free upgrade to the Presidential Suite! Thank you… https://t.co/kfIHJKk10k",-122.40458592,37.79517312,0.426848976277764,"Positive"
"121","Can you recommend anyone for this #job? Product Marketing Manager - Uber For Business - UberCENTRAL - https://t.co/dqc9ulNkNj #ProductMgmt",-122.4194155,37.7749295,0.188982236504614,"Positive"
"122","If you're looking for work in #SanFrancisco, CA, check out this #job: https://t.co/qBYjkw6dpx #Research #Hiring #CareerArc",-122.4194155,37.7749295,0.727606875108999,"Positive"
"123","Can you recommend anyone for this #job in #SanFrancisco, CA? https://t.co/BpI7TqPKpb #Actuarial #Hiring #CareerArc",-122.3915063,37.7890183,0.158113883008419,"Positive"
"124","I'm at MUNI Metro Stop - 4th &amp; King - @sfmta_muni in San Francisco, CA https://t.co/otDLGvsUgC",-122.39422526,37.77611512,0,"Negative"
"125","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/TQ0Prvdj8q #Job #Sales #Jobs #Hiring #CareerArc",-122.4000032,37.7959362,0.204124145231932,"Positive"
"126","I'm at MUNI Bus Stop - 3rd &amp; Brannan - @sfmta_muni in San Francisco, CA https://t.co/P0gXvtxJYO",-122.39348951,37.77938395,0,"Negative"
"127","@LtSquigs straps are brutal, and my body heat fogs up lenses too (no glasses)",-122.39862834,37.78867331,-0.267261241912424,"Negative"
"128","Happy bday Patsy! Fun day hiking @ Presidio National Park https://t.co/aPIZ8Ue6gZ",-122.40740126,37.78405506,0.46545182989145,"Positive"
"129","Sitting there sipping on champagne thinking about your glam and fabulous night to follow like… https://t.co/dkbZ8XQeWg",-122.41171834,37.78672924,0.485071250072666,"Positive"
"130","Join the Macy's Retail team! See our latest #job opening here: https://t.co/tjoPYncGfS #Marketing #SanFrancisco, CA #Hiring #CareerArc",-122.4194155,37.7749295,0,"Negative"
"131","I never change colors when I do editing, but this came out hella DOAP!!! 360° VR Photo.… https://t.co/wjhO3E0rxu",-122.40044,37.78822,0,"Negative"
"132","I'm at Taco Bar in San Francisco, CA https://t.co/acPeghOBX0",-122.43384841,37.78885214,0,"Negative"
"133","We are here to support each other, kind touch, inspiring word, and always, always mind clearing… https://t.co/Z1dZq3LDis",-122.40913144,37.80014395,0.942809041582063,"Positive"
"134","なぜかApple Pay使えなかった (@ Blue Bottle Coffee in San Francisco, CA) https://t.co/1CeSiqZFV2",-122.393186,37.782491,0,"Negative"
"135","It is not about living a fantastic life - it is living the fantastic life you want to live.  Not… https://t.co/cdSIhKTS0N",-122.418,37.775,0,"Negative"
"136","@CrispyLovesYou @Brontothunder yep. So far so good, but would be happy to see Firefox compete.",-122.39862834,37.78867331,0.126439708952528,"Positive"
"137","Bring leftovers #peezusworldtour #comedy #standup #pappjohnson #sanfrancisco #bayarea… https://t.co/8Qs7DZLpgE",-122.418,37.775,0,"Negative"
"138","Want to work at Accountemps? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/ZTR1MWRdvr #Job #Accounting #Jobs",-122.4000032,37.7959362,0.149071198499986,"Positive"
"139","I'm at @Safeway in San Francisco, CA https://t.co/Uf8GVgAHCh",-122.42831469,37.76883198,0,"Negative"
"140","I'm at Duboce Triangle in San Francisco, CA https://t.co/W76p2CRAjz",-122.4292309,37.76898589,0,"Negative"
"141","Like old times. #VIVALEVICE #studioSQ #neve #batcave @ Britelite Immersive https://t.co/WoErenxZip",-122.41436,37.8034592,0.288675134594813,"Positive"
"142","2016/11/25: San Francisco, CA, United States: Back &amp; 4th ~Black Friday Edition~ https://t.co/ZDzD1t63Zc https://t.co/lznGdmnzbw",-122.4143099,37.7713746,0,"Negative"
"143","Interested in a #job in #SanFrancisco, CA? This could be a great fit: https://t.co/Bm53zKEsM8 #Nursing #Hiring #CareerArc",-122.4212424,37.7786871,0.158113883008419,"Positive"
"144","I'm at Church MUNI Metro Station in San Francisco, CA https://t.co/QyQ2k8FNEw",-122.42918666,37.76732218,0,"Negative"
"145","We're #hiring! Click to apply: Fjord Visual Designer - San Francisco - https://t.co/gklA02a8zS #Job #SanFrancisco, CA #Jobs #CareerArc",-122.4194155,37.7749295,0,"Negative"
"146","'We Will Always Be San Francisco,' Mayor Declares At Unity Gathering Affirming Sanctuary City Policy… https://t.co/Beoz5KzdBi",-122.41487603,37.78678264,0.242535625036333,"Positive"
"147","That city by the #bay Used to dream about weeks like these… https://t.co/zZSlvhuIcP",-122.418,37.775,0.267261241912424,"Positive"
"148","It's #motivationmonday and time to focus on your end of the year #goals ! Want to finish the… https://t.co/29YUO5BnUY",-122.42,37.76,0,"Negative"
"149","If you're looking for work in #SanFrancisco, CA, check out this #job: https://t.co/g46frLy4yx #empleo #Hiring #CareerArc",-122.4194155,37.7749295,0.727606875108999,"Positive"
"150","See our latest #SanFrancisco, CA #job and click to apply: Hindi Onsite Interpreters in San Francisco, CA - https://t.co/gcuUGaQkj9 #Hindi",-122.4194155,37.7749295,0,"Negative"
"151","I'm at Russian Hill in San Francisco, CA https://t.co/JZ22MxTojD https://t.co/moNJpN6IqQ",-122.41801532,37.80181952,0,"Negative"
"152","Interested in a #job in #SanFrancisco, CA? This could be a great fit: https://t.co/1B3rQnE9yG #IT #Hiring #CareerArc",-122.4194155,37.7749295,0.150755672288882,"Positive"
"153","No Se Pierdan - Music Mondays tonight! Mi Lunes de Musica a Las 9pm les Canto y les Cuento como… https://t.co/064RBnZACi",-122.418,37.775,0,"Negative"
"154","We're #hiring! Click to apply: Night Audit - Part Time - https://t.co/vijsOFYYR9 #Job #Hospitality #SanFrancisco, CA #Jobs #CareerArc",-122.4194155,37.7749295,0,"Negative"
"155","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/lhiaocW16M #Job #Engineering #Jobs #Hiring #CareerArc",-122.4194155,37.7749295,0.204124145231932,"Positive"
"156","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/tI3zPXoEvd #Job #Clerical #Jobs #Hiring #CareerArc",-122.4000032,37.7959362,0.204124145231932,"Positive"
"157","Lit a candle for sweet Porter today, then turned around to see this… https://t.co/PlFtBTSHze",-122.4131837,37.7917647,0.258198889747161,"Positive"
"158","This #job might be a great fit for you: Technical Lead, Quality Engineering (macys com) - https://t.co/ognnEbTMCA #IT #SanFrancisco, CA",-122.4194155,37.7749295,0.670820393249937,"Positive"
"159","Want to work at Hotel Vitale? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/ll4I0dlsf5 #Job #Hospitality #Jobs",-122.4194155,37.7749295,0.136082763487954,"Positive"
"160","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/xzd9msjHr1 #Job #ProjectMgmt #Jobs #Hiring #CareerArc",-122.4212424,37.7929789,0.204124145231932,"Positive"
"161","Can you recommend anyone for this #job in #SanFrancisco, CA? https://t.co/gniF3eoXxC #HR #Hiring #CareerArc",-122.4194155,37.7749295,0.158113883008419,"Positive"
"162","We're #hiring! Read about our latest #job opening here: Marketing Analyst - https://t.co/Kyb6OTmkKz #TheCreativeGroup #SanFrancisco, CA",-122.3915063,37.7890183,0,"Negative"
"163","Two gorgeous gals. #Layla and great longtime pal, Pat 'I must say' Bennett. @ Muttville Senior… https://t.co/ADU20M8bXu",-122.41197,37.76582,0.297859345068821,"Positive"
"164","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/vo0RpPJxBF #Job #Jobs #Hiring #CareerArc",-122.4194155,37.7749295,0.204124145231932,"Positive"
"165","This #job might be a great fit for you: Night Audit - Full Time - https://t.co/QvPtQN84Xc #Hospitality #SanFrancisco, CA #Hiring",-122.4194155,37.7749295,0.458831467741123,"Positive"
"166","#chm (at @Noisebridge in San Francisco, CA) https://t.co/7AXl1zvLtG",-122.41920441,37.7623846,0,"Negative"
"167","We get it, San Francisco. You're pretty. #sanfrancisco #wingview #fog @ San Francisco, California https://t.co/jVFyMWkuZ6",-122.418,37.775,0.235702260395516,"Positive"
"168","We're #hiring! Click to apply: Cashier - https://t.co/v1ZI0Zu7IV #Job #Hospitality #SanFrancisco, CA #Veterans #Jobs #CareerArc",-122.407398,37.787176,0,"Negative"
